Training console diary: C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260704_015559_td3_mathworks_style_pi_current_1c_500hz_long_detailed\training_console.log
Episode:   1/5000 | Episode reward:  1113.94 | Episode steps: 1973 | Average reward:  1113.94 | Step Count: 1973 | Episode Q0:    28.33
Episode: 2552/5000 | Episode reward:  1267.96 | Episode steps: 2500 | Average reward:   781.78 | Step Count: 5520485 | Episode Q0:    34.43
Episode: 2553/5000 | Episode reward:    78.18 | Episode steps:  213 | Average reward:   668.63 | Step Count: 5520698 | Episode Q0:    34.43
Episode: 2554/5000 | Episode reward:  1185.64 | Episode steps: 2500 | Average reward:   727.66 | Step Count: 5523198 | Episode Q0:    34.43
Episode: 2555/5000 | Episode reward:   241.18 | Episode steps:  509 | Average reward:   624.59 | Step Count: 5523707 | Episode Q0:    34.43
Episode: 2556/5000 | Episode reward:  1209.34 | Episode steps: 2500 | Average reward:   715.64 | Step Count: 5526207 | Episode Q0:    34.43
Episode: 2557/5000 | Episode reward:   638.92 | Episode steps: 1247 | Average reward:   764.68 | Step Count: 5527454 | Episode Q0:    34.43
Episode: 2558/5000 | Episode reward:    81.23 | Episode steps:  216 | Average reward:   652.07 | Step Count: 5527670 | Episode Q0:    34.43
Episode: 2559/5000 | Episode reward:  1300.15 | Episode steps: 2500 | Average reward:   651.77 | Step Count: 5530170 | Episode Q0:    33.95
Episode: 2560/5000 | Episode reward:   375.70 | Episode steps:  814 | Average reward:   646.38 | Step Count: 5530984 | Episode Q0:    33.95
Episode: 2561/5000 | Episode reward:  1291.62 | Episode steps: 2500 | Average reward:   766.99 | Step Count: 5533484 | Episode Q0:    33.95
Episode: 2562/5000 | Episode reward:   909.20 | Episode steps: 1798 | Average reward:   731.12 | Step Count: 5535282 | Episode Q0:    33.95
Episode: 2563/5000 | Episode reward:  1189.90 | Episode steps: 2500 | Average reward:   842.29 | Step Count: 5537782 | Episode Q0:    33.95
Episode: 2564/5000 | Episode reward:  1245.81 | Episode steps: 2500 | Average reward:   848.30 | Step Count: 5540282 | Episode Q0:    33.95
Episode: 2565/5000 | Episode reward:  1264.64 | Episode steps: 2500 | Average reward:   950.65 | Step Count: 5542782 | Episode Q0:    33.95
Episode: 2566/5000 | Episode reward:    81.81 | Episode steps:  229 | Average reward:   837.90 | Step Count: 5543011 | Episode Q0:    33.95
Episode: 2567/5000 | Episode reward:  1282.07 | Episode steps: 2500 | Average reward:   902.21 | Step Count: 5545511 | Episode Q0:    33.95
Episode: 2568/5000 | Episode reward:  1294.51 | Episode steps: 2500 | Average reward:  1023.54 | Step Count: 5548011 | Episode Q0:    33.95
Episode: 2569/5000 | Episode reward:  1309.18 | Episode steps: 2500 | Average reward:  1024.44 | Step Count: 5550511 | Episode Q0:    33.95
Episode: 2570/5000 | Episode reward:  1280.26 | Episode steps: 2500 | Average reward:  1114.90 | Step Count: 5553011 | Episode Q0:    33.95
Episode: 2571/5000 | Episode reward:  1298.49 | Episode steps: 2500 | Average reward:  1115.59 | Step Count: 5555511 | Episode Q0:    33.95
Episode: 2572/5000 | Episode reward:  1271.70 | Episode steps: 2500 | Average reward:  1151.84 | Step Count: 5558011 | Episode Q0:    33.95
Episode: 2573/5000 | Episode reward:    72.27 | Episode steps:  201 | Average reward:  1040.07 | Step Count: 5558212 | Episode Q0:    33.95
Episode: 2574/5000 | Episode reward:  1322.94 | Episode steps: 2500 | Average reward:  1047.79 | Step Count: 5560712 | Episode Q0:    33.95
Episode: 2575/5000 | Episode reward:  1290.94 | Episode steps: 2500 | Average reward:  1050.42 | Step Count: 5563212 | Episode Q0:    33.95
Episode: 2576/5000 | Episode reward:  1120.26 | Episode steps: 2500 | Average reward:  1154.26 | Step Count: 5565712 | Episode Q0:    34.71
Episode: 2577/5000 | Episode reward:   927.84 | Episode steps: 2500 | Average reward:  1118.84 | Step Count: 5568212 | Episode Q0:    34.71
Episode: 2578/5000 | Episode reward:  1166.29 | Episode steps: 2500 | Average reward:  1106.02 | Step Count: 5570712 | Episode Q0:    34.71
Episode: 2579/5000 | Episode reward:  1125.02 | Episode steps: 2500 | Average reward:  1087.60 | Step Count: 5573212 | Episode Q0:    34.71
Episode: 2580/5000 | Episode reward:  1003.60 | Episode steps: 2500 | Average reward:  1059.93 | Step Count: 5575712 | Episode Q0:    34.71
Episode: 2581/5000 | Episode reward:   976.61 | Episode steps: 2500 | Average reward:  1027.75 | Step Count: 5578212 | Episode Q0:    34.71
Episode: 2582/5000 | Episode reward:  1121.36 | Episode steps: 2500 | Average reward:  1012.71 | Step Count: 5580712 | Episode Q0:    34.71
Episode: 2583/5000 | Episode reward:  1008.64 | Episode steps: 2500 | Average reward:  1106.35 | Step Count: 5583212 | Episode Q0:    34.71
Episode: 2584/5000 | Episode reward:  1025.99 | Episode steps: 2500 | Average reward:  1076.65 | Step Count: 5585712 | Episode Q0:    34.71
Episode: 2585/5000 | Episode reward:   633.94 | Episode steps: 1481 | Average reward:  1010.95 | Step Count: 5587193 | Episode Q0:    34.71
Episode: 2586/5000 | Episode reward:  1052.92 | Episode steps: 2500 | Average reward:  1004.22 | Step Count: 5589693 | Episode Q0:    34.71
Episode: 2587/5000 | Episode reward:  1003.21 | Episode steps: 2500 | Average reward:  1011.76 | Step Count: 5592193 | Episode Q0:    34.71
Episode: 2588/5000 | Episode reward:   641.20 | Episode steps: 1621 | Average reward:   959.25 | Step Count: 5593814 | Episode Q0:    34.71
Episode: 2589/5000 | Episode reward:   725.49 | Episode steps: 1955 | Average reward:   919.30 | Step Count: 5595769 | Episode Q0:    34.71
Episode: 2590/5000 | Episode reward:   906.56 | Episode steps: 2500 | Average reward:   909.59 | Step Count: 5598269 | Episode Q0:    34.71
Episode: 2591/5000 | Episode reward:   449.63 | Episode steps: 1075 | Average reward:   856.89 | Step Count: 5599344 | Episode Q0:    34.71
Episode: 2592/5000 | Episode reward:  1169.22 | Episode steps: 2500 | Average reward:   861.68 | Step Count: 5601844 | Episode Q0:    34.71
Episode: 2593/5000 | Episode reward:  1008.45 | Episode steps: 2500 | Average reward:   861.66 | Step Count: 5604344 | Episode Q0:    34.71
Episode: 2594/5000 | Episode reward:   283.76 | Episode steps:  627 | Average reward:   787.44 | Step Count: 5604971 | Episode Q0:    34.71
Episode: 2595/5000 | Episode reward:   988.92 | Episode steps: 2326 | Average reward:   822.94 | Step Count: 5607297 | Episode Q0:    34.71
Episode: 2596/5000 | Episode reward:   844.39 | Episode steps: 2166 | Average reward:   802.08 | Step Count: 5609463 | Episode Q0:    34.71
Episode: 2597/5000 | Episode reward:   691.16 | Episode steps: 1557 | Average reward:   770.88 | Step Count: 5611020 | Episode Q0:    34.71
Episode: 2598/5000 | Episode reward:   650.48 | Episode steps: 1461 | Average reward:   771.80 | Step Count: 5612481 | Episode Q0:    34.71
Episode: 2599/5000 | Episode reward:  1050.81 | Episode steps: 2500 | Average reward:   804.34 | Step Count: 5614981 | Episode Q0:    34.71
Episode: 2600/5000 | Episode reward:   327.25 | Episode steps:  802 | Average reward:   746.41 | Step Count: 5615783 | Episode Q0:    34.71
Episode: 2601/5000 | Episode reward:   300.86 | Episode steps:  782 | Average reward:   731.53 | Step Count: 5616565 | Episode Q0:    34.71
Episode: 2602/5000 | Episode reward:  1044.00 | Episode steps: 2500 | Average reward:   719.01 | Step Count: 5619065 | Episode Q0:    34.71
Episode: 2603/5000 | Episode reward:  1231.84 | Episode steps: 2500 | Average reward:   741.35 | Step Count: 5621565 | Episode Q0:    34.46
Episode: 2604/5000 | Episode reward:  1249.99 | Episode steps: 2500 | Average reward:   837.97 | Step Count: 5624065 | Episode Q0:    34.46
Episode: 2605/5000 | Episode reward:   730.14 | Episode steps: 1471 | Average reward:   812.09 | Step Count: 5625536 | Episode Q0:    34.46
Episode: 2606/5000 | Episode reward:   810.62 | Episode steps: 1653 | Average reward:   808.72 | Step Count: 5627189 | Episode Q0:    34.46
Episode: 2607/5000 | Episode reward:  1218.38 | Episode steps: 2500 | Average reward:   861.44 | Step Count: 5629689 | Episode Q0:    34.46
Episode: 2608/5000 | Episode reward:  1258.07 | Episode steps: 2500 | Average reward:   922.20 | Step Count: 5632189 | Episode Q0:    34.46
Episode: 2609/5000 | Episode reward:  1221.72 | Episode steps: 2500 | Average reward:   939.29 | Step Count: 5634689 | Episode Q0:    34.46
Episode: 2610/5000 | Episode reward:   842.47 | Episode steps: 1699 | Average reward:   990.81 | Step Count: 5636388 | Episode Q0:    34.46
Episode: 2611/5000 | Episode reward:  1172.23 | Episode steps: 2500 | Average reward:  1077.95 | Step Count: 5638888 | Episode Q0:    34.46
Episode: 2612/5000 | Episode reward:   812.38 | Episode steps: 1815 | Average reward:  1054.78 | Step Count: 5640703 | Episode Q0:    34.46
Episode: 2613/5000 | Episode reward:  1231.34 | Episode steps: 2500 | Average reward:  1054.73 | Step Count: 5643203 | Episode Q0:    34.46
Episode: 2614/5000 | Episode reward:  1193.86 | Episode steps: 2500 | Average reward:  1049.12 | Step Count: 5645703 | Episode Q0:    34.46
Episode: 2615/5000 | Episode reward:   111.23 | Episode steps:  254 | Average reward:   987.23 | Step Count: 5645957 | Episode Q0:    34.46
Episode: 2616/5000 | Episode reward:   882.54 | Episode steps: 2020 | Average reward:   994.42 | Step Count: 5647977 | Episode Q0:    34.46
Episode: 2617/5000 | Episode reward:  1172.80 | Episode steps: 2500 | Average reward:   989.86 | Step Count: 5650477 | Episode Q0:    34.46
Episode: 2618/5000 | Episode reward:  1177.45 | Episode steps: 2500 | Average reward:   981.80 | Step Count: 5652977 | Episode Q0:    34.46
Episode: 2619/5000 | Episode reward:  1225.59 | Episode steps: 2500 | Average reward:   982.19 | Step Count: 5655477 | Episode Q0:    34.46
Episode: 2620/5000 | Episode reward:   689.41 | Episode steps: 1390 | Average reward:   966.88 | Step Count: 5656867 | Episode Q0:    35.44
Episode: 2621/5000 | Episode reward:  1222.33 | Episode steps: 2500 | Average reward:   971.89 | Step Count: 5659367 | Episode Q0:    35.44
Episode: 2622/5000 | Episode reward:  1248.68 | Episode steps: 2500 | Average reward:  1015.52 | Step Count: 5661867 | Episode Q0:    35.44
Episode: 2623/5000 | Episode reward:  1236.28 | Episode steps: 2500 | Average reward:  1016.02 | Step Count: 5664367 | Episode Q0:    35.44
Episode: 2624/5000 | Episode reward:  1229.05 | Episode steps: 2500 | Average reward:  1019.54 | Step Count: 5666867 | Episode Q0:    35.44
Episode: 2625/5000 | Episode reward:  1151.26 | Episode steps: 2500 | Average reward:  1123.54 | Step Count: 5669367 | Episode Q0:    35.44
Episode: 2626/5000 | Episode reward:  1249.75 | Episode steps: 2500 | Average reward:  1160.26 | Step Count: 5671867 | Episode Q0:    35.44
Episode: 2627/5000 | Episode reward:  1203.80 | Episode steps: 2500 | Average reward:  1163.36 | Step Count: 5674367 | Episode Q0:    35.44
Episode: 2628/5000 | Episode reward:  1253.55 | Episode steps: 2500 | Average reward:  1170.97 | Step Count: 5676867 | Episode Q0:    35.44
Episode: 2629/5000 | Episode reward:  1146.90 | Episode steps: 2500 | Average reward:  1163.10 | Step Count: 5679367 | Episode Q0:    35.44
Episode: 2630/5000 | Episode reward:  1230.52 | Episode steps: 2500 | Average reward:  1217.21 | Step Count: 5681867 | Episode Q0:    35.44
Episode: 2631/5000 | Episode reward:  1253.13 | Episode steps: 2500 | Average reward:  1220.29 | Step Count: 5684367 | Episode Q0:    35.44
Episode: 2632/5000 | Episode reward:  1217.23 | Episode steps: 2500 | Average reward:  1217.15 | Step Count: 5686867 | Episode Q0:    35.44
Episode: 2633/5000 | Episode reward:  1189.85 | Episode steps: 2500 | Average reward:  1212.50 | Step Count: 5689367 | Episode Q0:    35.44
Episode: 2634/5000 | Episode reward:   778.11 | Episode steps: 1667 | Average reward:  1167.41 | Step Count: 5691034 | Episode Q0:    35.44
Episode: 2635/5000 | Episode reward:  1236.79 | Episode steps: 2500 | Average reward:  1175.96 | Step Count: 5693534 | Episode Q0:    35.44
Episode: 2636/5000 | Episode reward:  1234.32 | Episode steps: 2500 | Average reward:  1174.42 | Step Count: 5696034 | Episode Q0:    35.44
Episode: 2637/5000 | Episode reward:  1213.61 | Episode steps: 2500 | Average reward:  1175.40 | Step Count: 5698534 | Episode Q0:    35.44
Episode: 2638/5000 | Episode reward:  1239.78 | Episode steps: 2500 | Average reward:  1174.02 | Step Count: 5701034 | Episode Q0:    35.44
Episode: 2639/5000 | Episode reward:  1226.94 | Episode steps: 2500 | Average reward:  1182.03 | Step Count: 5703534 | Episode Q0:    35.44
Episode: 2640/5000 | Episode reward:  1222.94 | Episode steps: 2500 | Average reward:  1181.27 | Step Count: 5706034 | Episode Q0:    35.44
Episode: 2641/5000 | Episode reward:  1209.57 | Episode steps: 2500 | Average reward:  1176.91 | Step Count: 5708534 | Episode Q0:    35.44
Episode: 2642/5000 | Episode reward:   965.78 | Episode steps: 1966 | Average reward:  1151.77 | Step Count: 5710500 | Episode Q0:    35.44
Episode: 2643/5000 | Episode reward:  1233.77 | Episode steps: 2500 | Average reward:  1156.16 | Step Count: 5713000 | Episode Q0:    35.44
Episode: 2644/5000 | Episode reward:  1235.79 | Episode steps: 2500 | Average reward:  1201.93 | Step Count: 5715500 | Episode Q0:    35.44
Episode: 2645/5000 | Episode reward:  1216.12 | Episode steps: 2500 | Average reward:  1199.86 | Step Count: 5718000 | Episode Q0:    35.44
Episode: 2646/5000 | Episode reward:  1208.56 | Episode steps: 2500 | Average reward:  1197.29 | Step Count: 5720500 | Episode Q0:    35.44
Episode: 2647/5000 | Episode reward:  1277.94 | Episode steps: 2500 | Average reward:  1203.72 | Step Count: 5723000 | Episode Q0:    34.34
Episode: 2648/5000 | Episode reward:  1171.78 | Episode steps: 2500 | Average reward:  1196.92 | Step Count: 5725500 | Episode Q0:    34.34
Episode: 2649/5000 | Episode reward:  1203.18 | Episode steps: 2500 | Average reward:  1194.54 | Step Count: 5728000 | Episode Q0:    34.34
Episode: 2650/5000 | Episode reward:  1277.05 | Episode steps: 2500 | Average reward:  1199.95 | Step Count: 5730500 | Episode Q0:    34.34
Episode: 2651/5000 | Episode reward:  1283.08 | Episode steps: 2500 | Average reward:  1207.31 | Step Count: 5733000 | Episode Q0:    34.34
Episode: 2652/5000 | Episode reward:  1269.33 | Episode steps: 2500 | Average reward:  1237.66 | Step Count: 5735500 | Episode Q0:    34.34
Episode: 2653/5000 | Episode reward:  1226.91 | Episode steps: 2500 | Average reward:  1236.97 | Step Count: 5738000 | Episode Q0:    34.34
Episode: 2654/5000 | Episode reward:  1303.13 | Episode steps: 2500 | Average reward:  1243.71 | Step Count: 5740500 | Episode Q0:    34.34
Episode: 2655/5000 | Episode reward:  1319.07 | Episode steps: 2500 | Average reward:  1254.00 | Step Count: 5743000 | Episode Q0:    34.34
Episode: 2656/5000 | Episode reward:  1271.97 | Episode steps: 2500 | Average reward:  1260.34 | Step Count: 5745500 | Episode Q0:    34.34
Episode: 2657/5000 | Episode reward:  1197.04 | Episode steps: 2500 | Average reward:  1252.25 | Step Count: 5748000 | Episode Q0:    34.34
Episode: 2658/5000 | Episode reward:  1216.42 | Episode steps: 2500 | Average reward:  1256.72 | Step Count: 5750500 | Episode Q0:    34.34
Episode: 2659/5000 | Episode reward:  1273.35 | Episode steps: 2500 | Average reward:  1263.73 | Step Count: 5753000 | Episode Q0:    34.34
Episode: 2660/5000 | Episode reward:  1296.99 | Episode steps: 2500 | Average reward:  1265.73 | Step Count: 5755500 | Episode Q0:    34.34
Episode: 2661/5000 | Episode reward:  1340.91 | Episode steps: 2500 | Average reward:  1271.51 | Step Count: 5758000 | Episode Q0:    34.34
Episode: 2662/5000 | Episode reward:  1236.14 | Episode steps: 2500 | Average reward:  1268.19 | Step Count: 5760500 | Episode Q0:    34.34
Episode: 2663/5000 | Episode reward:  1289.37 | Episode steps: 2500 | Average reward:  1274.44 | Step Count: 5763000 | Episode Q0:    34.34
Episode: 2664/5000 | Episode reward:  1288.65 | Episode steps: 2500 | Average reward:  1272.99 | Step Count: 5765500 | Episode Q0:    34.15
Episode: 2665/5000 | Episode reward:  1259.58 | Episode steps: 2500 | Average reward:  1267.04 | Step Count: 5768000 | Episode Q0:    34.15
Episode: 2666/5000 | Episode reward:  1267.93 | Episode steps: 2500 | Average reward:  1266.64 | Step Count: 5770500 | Episode Q0:    34.15
Episode: 2667/5000 | Episode reward:  1323.37 | Episode steps: 2500 | Average reward:  1279.27 | Step Count: 5773000 | Episode Q0:    34.15
Episode: 2668/5000 | Episode reward:  1261.31 | Episode steps: 2500 | Average reward:  1283.76 | Step Count: 5775500 | Episode Q0:    34.15
Episode: 2669/5000 | Episode reward:  1247.16 | Episode steps: 2500 | Average reward:  1281.14 | Step Count: 5778000 | Episode Q0:    34.15
Episode: 2670/5000 | Episode reward:  1283.85 | Episode steps: 2500 | Average reward:  1279.83 | Step Count: 5780500 | Episode Q0:    34.15
Episode: 2671/5000 | Episode reward:  1229.54 | Episode steps: 2500 | Average reward:  1268.69 | Step Count: 5783000 | Episode Q0:    34.15
Episode: 2672/5000 | Episode reward:  1304.42 | Episode steps: 2500 | Average reward:  1275.52 | Step Count: 5785500 | Episode Q0:    34.15
